name,genre,platform,esrbrating,publisher,year,metascore,userscore,sales
The Simpsons: Road Rage,Racing,PlayStation 2,T,EA,2001,64,76,3.61
BattleBlock Theater,Action,PC,T,Other,2014,85,79,3.61
Assassin's Creed Syndicate,Action,PlayStation 4,M,Ubisoft,2015,76,69,3.6
Star Wars Battlefront II,Shooter,PlayStation 2,T,Other,2005,84,89,3.59
Assassin's Creed: Unity,Action,Xbox One,M,Ubisoft,2014,72,43,3.58
Cooking Mama 2: Dinner With Friends,Simulation,Nintendo DS,E,Other,2007,70,80,3.58
Undertale,RPG,PC,,Other,2015,92,83,3.58
Battlefield 4,Shooter,Xbox 360,M,EA,2013,79,57,3.54
Grand Theft Auto: Liberty City Stories,Action,PlayStation 2,M,RockstarGames,2006,78,78,3.54
The Getaway,Action,PlayStation 2,M,Sony,2003,72,68,3.54
Batman: Arkham Asylum,Action,Xbox 360,T,Other,2009,92,88,3.54
Assassin's Creed: Brotherhood,Action,Xbox 360,M,Ubisoft,2010,89,84,3.53
James Bond 007: Agent Under Fire,Shooter,PlayStation 2,T,EA,2001,72,79,3.53
LEGO Star Wars: The Video Game,Action,PlayStation 2,E,Other,2005,78,65,3.53
Resident Evil 5,Action,Xbox 360,M,Other,2009,83,75,3.53
NBA 2K17,Sports,PlayStation 4,E,Other,2016,88,63,3.52
FIFA Soccer 11,Sports,Xbox 360,E,EA,2010,88,75,3.52
Left 4 Dead,Shooter,Xbox 360,M,Other,2008,89,79,3.52
Fable II,RPG,Xbox 360,M,Microsoft,2008,89,66,3.5
World of Warcraft: The Burning Crusade,RPG,PC,T,ActivisionBlizzard,2007,91,80,3.5
FIFA Soccer 2004,Sports,PlayStation 2,E,EA,2003,84,65,3.49
Pokemon Mystery Dungeon: Blue Rescue Team,RPG,Nintendo DS,E,Nintendo,2006,62,81,3.49
Mortal Kombat X,Fighting,PlayStation 4,M,Other,2015,83,77,3.49
Battlefield: Bad Company 2,Shooter,Xbox 360,M,EA,2010,88,86,3.48
Borderlands,Shooter,Xbox 360,M,Other,2009,84,82,3.48
Mario & Sonic at the Olympic Winter Games,Sports,Nintendo DS,E,Sega,2009,76,77,3.47
Dying Light,Action,PC,M,Other,2016,75,80,3.47
Guitar Hero: On Tour,Misc,Nintendo DS,E,ActivisionBlizzard,2008,71,83,3.46
Dragon Ball Z: Budokai,Fighting,PlayStation 2,T,Other,2002,67,80,3.46
Halo: The Master Chief Collection,Shooter,Xbox One,M,Microsoft,2014,85,75,3.44
LEGO Batman: The Videogame,Adventure,Xbox 360,E,Other,2008,76,78,3.44
Tekken 4,Fighting,PlayStation 2,T,BandaiNamco,2002,79,82,3.44
FIFA 14,Sports,PlayStation 4,E,EA,2013,87,63,3.43
LittleBigPlanet 2,Action,PlayStation 3,E,Sony,2011,91,86,3.43
Destiny,Shooter,Xbox One,T,ActivisionBlizzard,2014,75,55,3.41
Spider-Man 2,Action,PlayStation 2,T,ActivisionBlizzard,2004,80,87,3.41
World of Warcraft: Battle for Azeroth,RPG,PC,T,ActivisionBlizzard,2018,79,30,3.4
FIFA Soccer 2003,Sports,PlayStation 2,E,EA,2002,88,65,3.4
Gears of War 4,Shooter,Xbox One,M,Microsoft,2016,84,69,3.38
Tekken: Dark Resurrection,Fighting,PlayStation Portable,T,BandaiNamco,2006,88,85,3.37
The Elder Scrolls V: Skyrim Special Edition,RPG,PlayStation 4,M,Other,2016,81,71,3.36
Watch Dogs 2,Action,PlayStation 4,M,Ubisoft,2016,82,77,3.36
Yoshi's Island DS,Action,Nintendo DS,E,Nintendo,2006,81,75,3.36
Assassin's Creed IV: Black Flag,Action,Xbox 360,M,Ubisoft,2013,86,80,3.34
NBA 2K18,Sports,PlayStation 4,E,Other,2017,80,17,3.34
Big Brain Academy: Wii Degree,Misc,Wii,E,Nintendo,2007,68,69,3.34
James Bond 007: Nightfire,Shooter,PlayStation 2,T,EA,2002,77,85,3.33
Ratchet & Clank,Action,PlayStation 2,T,Sony,2002,88,88,3.33
Animal Crossing: Happy Home Designer,Simulation,Nintendo 3DS,E,Nintendo,2015,66,69,3.32
Star Wars Episode III: Revenge of the Sith,Action,PlayStation 2,T,Other,2005,60,73,3.32
Max Payne,Shooter,PlayStation 2,M,RockstarGames,2001,80,84,3.31
Madden NFL 16,Sports,PlayStation 4,E,EA,2015,83,58,3.3
World of Warcraft: Legion,RPG,PC,T,ActivisionBlizzard,2016,88,73,3.3
World of Warcraft: Warlords of Draenor,RPG,PC,T,ActivisionBlizzard,2014,87,59,3.3
Dark Souls III,RPG,PC,M,BandaiNamco,2016,89,84,3.29
Dark Souls: Prepare to Die Edition,RPG,PC,M,BandaiNamco,2012,85,77,3.29
The Lord of the Rings: The Return of the King,Action,PlayStation 2,T,EA,2003,85,85,3.28
Half-Life 2: Episode Two,Shooter,PC,M,Other,2007,90,91,3.28
Madden NFL 17,Sports,PlayStation 4,E,EA,2016,82,43,3.28
True Crime: Streets of LA,Action,PlayStation 2,M,ActivisionBlizzard,2003,77,79,3.27
Far Cry 3,Shooter,PlayStation 3,M,Ubisoft,2012,90,85,3.27
God of War: Chains of Olympus,Action,PlayStation Portable,M,Sony,2008,91,86,3.26
FIFA 16,Sports,Xbox One,E,EA,2015,84,44,3.25
Flash Focus: Vision Training in Minutes a Day,Misc,Nintendo DS,E,Nintendo,2007,59,44,3.23
L.A. Noire,Adventure,PlayStation 3,M,RockstarGames,2011,89,78,3.21
Middle-Earth: Shadow of Mordor,Action,PlayStation 4,M,Other,2014,84,80,3.19
Assassin's Creed IV: Black Flag,Action,PlayStation 4,M,Ubisoft,2013,83,78,3.19
Personal Trainer: Cooking,Misc,Nintendo DS,E,Nintendo,2008,81,78,3.18
Enter the Matrix,Action,PlayStation 2,T,Other,2003,62,82,3.18
Assassin's Creed Odyssey,Action,PlayStation 4,M,Ubisoft,2018,83,61,3.18
Fallout: New Vegas,RPG,PlayStation 3,M,Other,2010,82,80,3.17
Ace Combat 04: Shattered Skies,Simulation,PlayStation 2,E,BandaiNamco,2001,89,89,3.17
Sonic Heroes,Action,PlayStation 2,E,Sega,2004,64,74,3.16
Club Penguin: Elite Penguin Force,Adventure,Nintendo DS,E,Other,2008,,,3.14
FIFA Soccer 08,Sports,PlayStation 2,E,EA,2007,83,67,3.14
FIFA 18,Sports,Xbox One,E,EA,2017,83,31,3.14
The Elder Scrolls IV: Oblivion,RPG,PlayStation 3,M,Other,2007,93,82,3.12
Tekken 6,Fighting,PlayStation 3,T,BandaiNamco,2009,79,75,3.12
Resident Evil 6,Action,PlayStation 3,M,Other,2012,74,55,3.12
Tom Clancy's Ghost Recon Wildlands,Shooter,PlayStation 4,M,Ubisoft,2017,70,62,3.12
NBA 2K13,Sports,Xbox 360,E,Other,2012,88,72,3.11
Titanfall,Shooter,Xbox One,M,EA,2014,86,67,3.11
Mario Party 9,Misc,Wii,E,Nintendo,2012,73,69,3.11
Mass Effect 2,RPG,Xbox 360,M,EA,2010,96,89,3.1
Madden NFL 2002,Sports,PlayStation 2,E,EA,2001,94,73,3.08
LEGO Batman: The Videogame,Adventure,Wii,E,Other,2008,74,78,3.08
Saints Row 2,Action,Xbox 360,M,THQ,2008,81,81,3.07
The Sims: Vacation,Simulation,PC,T,EA,2002,75,77,3.07
Call of Duty: Ghosts,Shooter,Xbox One,M,ActivisionBlizzard,2013,78,43,3.07
Heavy Rain,Adventure,PlayStation 3,M,Sony,2010,87,78,3.06
LEGO Batman: The Videogame,Adventure,Nintendo DS,E,Other,2008,72,79,3.06
Borderlands 2,Shooter,Xbox 360,M,Other,2013,89,83,3.06
Kung Fu Panda,Action,Xbox 360,E,ActivisionBlizzard,2008,75,74,3.05
Mass Effect 3,RPG,Xbox 360,M,EA,2012,93,59,3.04
New Super Luigi U,Action,Wii U,E,Nintendo,2013,77,80,3.04
Rhythm Heaven,Misc,Nintendo DS,E,Nintendo,2009,83,86,3.04
Metal Gear Solid V: The Phantom Pain,Action,PlayStation 4,M,Other,2015,93,82,3.04
Tom Clancy's Splinter Cell,Action,Xbox,T,Ubisoft,2002,93,86,3.02
Professor Layton and the Unwound Future,Adventure,Nintendo DS,E,Nintendo,2010,86,88,3.02
Disney Epic Mickey,Action,Wii,E,Other,2010,73,72,3.02
Killzone 2,Shooter,PlayStation 3,M,Sony,2009,91,81,3.02
Crysis,Shooter,PC,M,EA,2007,91,81,3
Fable,RPG,Xbox,M,Microsoft,2004,85,85,3
Gears of War 3,Shooter,Xbox 360,M,Microsoft,2011,91,80,3
Kinect Sports,Sports,Xbox 360,E,Microsoft,2010,73,75,3
Sonic and the Secret Rings,Action,Wii,E,Sega,2007,69,62,3
Sonic Rush,Action,Nintendo DS,E,Sega,2005,82,81,3
The Legend of Zelda: Majora's Mask 3D,Action,Nintendo 3DS,E,Nintendo,2015,89,89,3
WWE SmackDown! vs. Raw 2006,Fighting,PlayStation 2,T,THQ,2005,84,83,3
Kirby Super Star Ultra,Action,Nintendo DS,E,Nintendo,2008,76,88,2.99
The Sims: Livin Large,Misc,PC,T,EA,2000,82,70,2.99
inFAMOUS,Action,PlayStation 3,T,Sony,2009,85,83,2.99
World Soccer Winning Eleven 6 International,Sports,PlayStation 2,E,Other,2003,93,83,2.99
Far Cry 3,Shooter,Xbox 360,M,Ubisoft,2012,91,86,2.98
Mario vs. Donkey Kong: Mini-Land Mayhem!,Puzzle,Nintendo DS,E,Nintendo,2010,79,79,2.98
Style Savvy,Simulation,Nintendo DS,E,Nintendo,2009,73,80,2.98
Super Meat Boy,Action,PC,T,Other,2010,87,82,2.97
Star Wars: The Old Republic,RPG,PC,T,EA,2011,85,60,2.97
The Legend of Zelda: Spirit Tracks,Adventure,Nintendo DS,E,Nintendo,2009,87,79,2.96
Battlefield: Bad Company 2,Shooter,PlayStation 3,M,EA,2010,88,85,2.96
Hitman 2: Silent Assassin,Action,PlayStation 2,M,Other,2002,85,79,2.96
Yokai Watch 2: Psychic Specters,RPG,Nintendo 3DS,E,Nintendo,2017,73,82,2.95
Street Fighter IV,Fighting,Xbox 360,T,Other,2009,93,73,2.95
SOCOM II: U.S. Navy SEALs,Shooter,PlayStation 2,M,Sony,2003,87,87,2.94
WWE SmackDown! vs. RAW 2006,Fighting,PlayStation 2,T,THQ,2005,84,83,2.94
Pac-Man Collection,Puzzle,Game Boy Advance,E,BandaiNamco,2001,79,74,2.94
Pokemon Ranger,RPG,Nintendo DS,E,Nintendo,2006,69,73,2.93
Super Mario Maker,Action,Nintendo 3DS,E,Nintendo,2016,73,64,2.93
Madden NFL 13,Sports,Xbox 360,E,EA,2012,81,58,2.93
Doom (2016),Shooter,PlayStation 4,M,Other,2016,85,83,2.92
Mass Effect,RPG,Xbox 360,M,Microsoft,2007,91,87,2.91
FIFA 15,Sports,Xbox 360,E,EA,2014,,,2.91
Dragon Ball Z: Budokai 2,Fighting,PlayStation 2,T,Other,2003,66,82,2.9
Mortal Kombat (2011),Fighting,PlayStation 3,M,Other,2011,84,85,2.9
World Soccer Winning Eleven 7 International,Sports,PlayStation 2,E,Other,2004,93,84,2.9
Sega Superstars Tennis,Sports,Xbox 360,E,Sega,2008,67,69,2.89
Cooking Mama: Cook Off,Simulation,Wii,E,Other,2007,61,53,2.89
Hot Shots Golf 3,Sports,PlayStation 2,E,Sony,2002,85,89,2.89
Call of Duty: Finest Hour,Shooter,PlayStation 2,T,ActivisionBlizzard,2004,76,76,2.89
Imagine: Babyz,Simulation,Nintendo DS,,Ubisoft,2007,,,2.87
Mafia III,Action,PlayStation 4,M,Other,2016,68,52,2.87
Subnautica,Adventure,PC,E,Other,2018,87,85,2.87
1-2-Switch,Misc,Nintendo Switch,E,Nintendo,2017,58,48,2.86
Wii Music,Misc,Wii,E,Nintendo,2008,63,47,2.86
Yokai Watch,RPG,Nintendo 3DS,E,Nintendo,2015,76,80,2.86
The Elder Scrolls III: Morrowind,RPG,Xbox,T,Other,2002,87,85,2.86
Prison Architect,Simulation,PC,M,Other,2015,,,2.86
Assassin's Creed: Brotherhood,Action,PlayStation 3,M,Ubisoft,2010,90,83,2.85
Fire Emblem Fates,RPG,Nintendo 3DS,T,Nintendo,2016,87,81,2.85
The Walking Dead: A Telltale Games Series,Adventure,PC,M,Other,2012,89,87,2.85
Zumba Fitness 2,Sports,Wii,E,Other,2011,,,2.83
Madden NFL 10,Sports,Xbox 360,E,EA,2009,85,61,2.83
BioShock,Shooter,Xbox 360,M,Other,2007,96,89,2.83
Yoshi's Island: Super Mario Advance 3,Action,Game Boy Advance,E,Nintendo,2002,91,90,2.83
WWE SmackDown! vs. Raw,Fighting,PlayStation 2,T,THQ,2004,80,87,2.83
Finding Nemo,Action,Game Boy Advance,E,THQ,2003,,,2.82
Medal of Honor,Shooter,PlayStation 3,M,EA,2010,75,75,2.82
Diablo III: Ultimate Evil Edition,RPG,PlayStation 4,M,ActivisionBlizzard,2014,90,79,2.82
The Legend of Zelda: A Link to the Past,Adventure,Game Boy Advance,E,Nintendo,2002,95,89,2.82
Need for Speed: Hot Pursuit,Racing,PlayStation 3,E,EA,2010,89,74,2.81
Imagine: Fashion Designer,Simulation,Nintendo DS,E,Ubisoft,2007,,,2.81
Killzone 3,Shooter,PlayStation 3,M,Sony,2011,84,81,2.81
WWE SmackDown! Here Comes the Pain,Fighting,PlayStation 2,T,THQ,2003,85,89,2.8
Tekken 5,Fighting,PlayStation 2,T,BandaiNamco,2005,88,87,2.8
Trine 2,Action,PC,E,Other,2011,84,84,2.79
Skylanders: Spyro's Adventure,Action,Wii,E,ActivisionBlizzard,2011,81,56,2.79
WWF SmackDown! Just Bring It,Fighting,PlayStation 2,T,THQ,2001,76,73,2.79
NBA Street,Sports,PlayStation 2,E,EA,2001,89,84,2.79
Jak II,Action,PlayStation 2,T,Sony,2003,87,83,2.78
Ratchet & Clank: Going Commando,Action,PlayStation 2,T,Sony,2003,90,90,2.78
The Sims,Simulation,PlayStation 2,T,EA,2003,83,76,2.77
Star Wars: The Force Unleashed,Action,Xbox 360,T,Other,2008,73,67,2.77
Saints Row: The Third,Action,Xbox 360,M,THQ,2011,84,77,2.77
Battlefield 3,Shooter,PC,M,EA,2011,89,76,2.76
The Binding of Isaac: Rebirth,Action,PC,,Other,2014,86,84,2.76
Need for Speed: Most Wanted (2012),Racing,PlayStation 3,E,EA,2012,84,59,2.74
Tetris DS,Puzzle,Nintendo DS,E,Nintendo,2006,84,79,2.74
L.A. Noire,Adventure,Xbox 360,M,RockstarGames,2011,89,79,2.73
Far Cry: Primal,Action,PlayStation 4,M,Ubisoft,2016,76,65,2.73
"Pokemon: Let's Go, Eevee!",RPG,Nintendo Switch,E,Nintendo,2018,80,62,2.73
Overwatch,Shooter,Xbox One,T,ActivisionBlizzard,2016,91,59,2.72
Need for Speed (2015),Racing,PlayStation 4,T,EA,2015,66,70,2.72
Madden NFL 13,Sports,PlayStation 3,E,EA,2012,83,55,2.71
Skate 3,Sports,Xbox 360,T,EA,2010,80,81,2.71
Tom Clancy's Rainbow Six: Siege,Shooter,Xbox One,M,Ubisoft,2015,74,70,2.71
Divinity: Original Sin,Misc,PC,M,Other,2015,87,87,2.71
Madden NFL 12,Sports,Xbox 360,E,EA,2011,78,59,2.7
1602 A.D.,Simulation,PC,,Other,2000,,,2.7
World of Warcraft: Mists of Pandaria,RPG,PC,T,ActivisionBlizzard,2012,82,50,2.7
Call of Duty 3,Shooter,Xbox 360,T,ActivisionBlizzard,2006,82,66,2.7
LEGO Star Wars II: The Original Trilogy,Action,PlayStation 2,E,Other,2006,84,88,2.69
Madden NFL 11,Sports,Xbox 360,E,EA,2010,84,58,2.69
Burnout 3: Takedown,Racing,PlayStation 2,T,EA,2004,93,90,2.68
Mario Party: Island Tour,Misc,Nintendo 3DS,E,Nintendo,2013,57,60,2.68
Halo Wars,Strategy,Xbox 360,T,Microsoft,2009,82,75,2.67
Call of Duty 2: Big Red One,Shooter,PlayStation 2,T,ActivisionBlizzard,2005,77,81,2.67
Guitar Hero: World Tour,Misc,Xbox 360,T,ActivisionBlizzard,2008,85,63,2.66
WWE SmackDown! Shut Your Mouth,Fighting,PlayStation 2,T,THQ,2002,82,86,2.66
Final Fantasy XIII-2,RPG,PlayStation 3,T,SquareEnix,2012,79,69,2.66
Medal of Honor Heroes,Shooter,PlayStation Portable,T,EA,2006,71,79,2.66
Hannah Montana,Action,Nintendo DS,E,Other,2006,61,50,2.65
Need for Speed: Shift,Racing,PlayStation 3,E,EA,2009,84,69,2.65
Tom Clancy's Splinter Cell,Action,PlayStation 2,T,Ubisoft,2003,89,78,2.65
Medal of Honor,Shooter,Xbox 360,M,EA,2010,74,68,2.64
NBA 2K12,Sports,Xbox 360,E,Other,2011,90,77,2.64
Midnight Club: Street Racing,Racing,PlayStation 2,T,RockstarGames,2000,78,76,2.63
NBA 2K13,Sports,PlayStation 3,E,Other,2012,90,80,2.63
NBA 2K19,Sports,PlayStation 4,E,Other,2018,82,25,2.63
ESPN NFL 2K5,Sports,PlayStation 2,E,Sega,2004,90,83,2.62
Madden NFL 18,Sports,PlayStation 4,E,EA,2017,82,36,2.62
FIFA Soccer 10,Sports,Xbox 360,E,EA,2009,90,75,2.62
LittleBigPlanet,Action,PlayStation Portable,E,Sony,2009,87,78,2.61
Harry Potter and the Chamber of Secrets,Adventure,PlayStation 2,E,EA,2002,71,75,2.61
Dead Rising 3,Action,Xbox One,M,Microsoft,2013,78,69,2.6
Mario Strikers Charged,Sports,Wii,E,Nintendo,2007,79,82,2.6
Monster Hunter 3G,RPG,Nintendo 3DS,T,Other,2013,,,2.6
Grand Theft Auto: Episodes from Liberty City,Adventure,Xbox 360,M,RockstarGames,2009,,,2.6
LEGO Star Wars: The Complete Saga,Action,Xbox 360,E,Other,2007,80,77,2.59
Mario + Rabbids: Kingdom Battle,Strategy,Nintendo Switch,E,Ubisoft,2017,85,85,2.59
Tom Clancy's The Division,Shooter,Xbox One,M,Ubisoft,2016,80,69,2.59
FIFA Soccer 09,Sports,PlayStation 3,E,EA,2008,87,75,2.59
NBA Live 2005,Sports,PlayStation 2,E,EA,2004,84,82,2.59
Hotline Miami,Action,PC,M,Other,2012,85,86,2.58
Mario & Luigi: Dream Team,RPG,Nintendo 3DS,E,Nintendo,2013,81,81,2.58
Bastion,RPG,PC,E,Other,2011,86,85,2.58
WWE SmackDown vs. RAW 2007,Fighting,PlayStation 2,T,THQ,2006,80,87,2.58
Skylanders Giants,Misc,Wii,E,ActivisionBlizzard,2012,78,67,2.58
Ratchet & Clank: Up Your Arsenal,Action,PlayStation 2,T,Sony,2004,91,91,2.57
Madden NFL 08,Sports,PlayStation 2,E,EA,2007,78,83,2.57
Clubhouse Games,Misc,Nintendo DS,E,Nintendo,2006,83,78,2.57
NBA 2K14,Sports,Xbox 360,E,Other,2013,87,49,2.57
Ratchet & Clank Future: Tools of Destruction,Action,PlayStation 3,E,Sony,2007,89,88,2.57
Dragon Age: Origins,RPG,Xbox 360,M,EA,2009,86,80,2.56
FIFA 16,Sports,PlayStation 3,E,EA,2015,,,2.55
Madden NFL 09,Sports,Xbox 360,E,EA,2008,83,69,2.54
Mario Tennis Aces,Sports,Nintendo Switch,E,Nintendo,2018,75,71,2.53
Crazy Taxi,Racing,PlayStation 2,T,Other,2001,80,78,2.52
Tomb Raider (2013),Action,PlayStation 3,M,SquareEnix,2013,87,84,2.51
Midnight Club: Los Angeles,Racing,PlayStation 3,T,RockstarGames,2008,82,84,2.5
PES 2009: Pro Evolution Soccer,Sports,PlayStation 2,E,Other,2008,72,88,2.5
Marvel: Ultimate Alliance,RPG,Xbox 360,T,ActivisionBlizzard,2006,82,76,2.5
Crisis Core: Final Fantasy VII,RPG,PlayStation Portable,T,SquareEnix,2008,83,88,2.5
Dance Central,Misc,Xbox 360,T,Other,2010,82,80,2.5
Dragon Ball Z: Budokai 3,Fighting,PlayStation 2,T,Other,2004,77,88,2.5
Far Cry,Shooter,PC,M,Ubisoft,2004,89,80,2.5
Forza Horizon 3,Racing,Xbox One,E,Microsoft,2016,91,80,2.5
Warcraft III: The Frozen Throne,Strategy,PC,T,ActivisionBlizzard,2003,88,90,2.5
Rise of the Tomb Raider,Adventure,PC,M,SquareEnix,2016,86,79,2.49
Dustforce DX,Action,PC,,Other,2012,79,76,2.49
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,Action,Xbox,M,RockstarGames,2003,96,80,2.49
NBA 2K15,Sports,PlayStation 4,E,Other,2014,83,69,2.49
Game Party,Misc,Wii,E,Other,2007,25,38,2.49
Mortal Kombat: Deadly Alliance,Fighting,PlayStation 2,M,Other,2002,79,86,2.49
Dungeon Defenders,RPG,PC,E,Other,2011,81,73,2.48
Saints Row: The Third,Action,PlayStation 3,M,THQ,2011,82,78,2.48
Assassin's Creed Origins,Action,Xbox One,M,Ubisoft,2017,85,74,2.47
Pure,Racing,Xbox 360,E,Other,2008,85,77,2.47
Rock Band,Misc,Xbox 360,T,Other,2007,92,80,2.47
Minecraft,Misc,PlayStation Vita,E,Sony,2014,,,2.47
WarioWare Touched!,Puzzle,Nintendo DS,E,Nintendo,2005,81,81,2.47
Resistance 2,Shooter,PlayStation 3,M,Sony,2008,87,61,2.47
Batman: Arkham City,Action,PC,T,Other,2011,91,87,2.47
Madden NFL 16,Sports,Xbox One,E,EA,2015,84,60,2.47
Dying Light,Action,PlayStation 4,M,Other,2015,74,79,2.45
LEGO Harry Potter: Years 1-4,Adventure,Wii,E,Other,2010,79,81,2.45
uDraw Studio,Misc,Wii,E,THQ,2010,71,,2.44
Madden NFL 17,Sports,Xbox One,E,EA,2016,83,53,2.44
The Sims: Bustin' Out,Simulation,PlayStation 2,T,EA,2003,81,83,2.43
Paper Mario: Sticker Star,RPG,Nintendo 3DS,E,Nintendo,2012,75,57,2.43
Need for Speed Carbon: Own the City,Racing,PlayStation Portable,E,EA,2006,73,80,2.42
Donkey Kong Country Returns 3D,Action,Nintendo 3DS,E,Nintendo,2013,83,83,2.42
Kirby Star Allies,Action,Nintendo Switch,E,Nintendo,2018,73,74,2.42
Tom Clancy's Rainbow Six: Vegas 2,Shooter,Xbox 360,M,Ubisoft,2008,82,78,2.42
God of War Collection,Action,PlayStation 3,M,Sony,2009,91,87,2.42
Kinect: Disneyland Adventures,Action,Xbox 360,E,Microsoft,2011,73,31,2.41
Pro Evolution Soccer 2011,Sports,PlayStation 3,E,Other,2010,77,69,2.41
ATV Offroad Fury,Racing,PlayStation 2,E,Sony,2001,82,83,2.41
NBA 2K16,Sports,Xbox One,E,Other,2015,86,61,2.41
Halo: Combat Evolved Anniversary,Shooter,Xbox 360,M,Microsoft,2011,82,82,2.41
Need for Speed: ProStreet,Racing,PlayStation 2,E,EA,2007,62,61,2.41
Forza Motorsport 5,Racing,Xbox One,E,Microsoft,2013,79,60,2.4
Midnight Club: Los Angeles,Racing,Xbox 360,T,RockstarGames,2008,81,83,2.4
Monster Hunter Freedom 2,RPG,PlayStation Portable,T,Other,2007,72,85,2.4
God of War: Ascension,Action,PlayStation 3,M,Sony,2013,80,76,2.4
Madden NFL 11,Sports,PlayStation 3,E,EA,2010,83,61,2.4
Batman: Arkham Origins,Action,PlayStation 3,T,Other,2013,76,77,2.4
Frogger's Adventures: Temple of the Frog,Adventure,Game Boy Advance,E,Other,2001,73,78,2.39
Zumba Fitness,Sports,Xbox 360,E,Other,2010,,,2.39
Mario & Sonic at the London 2012 Olympic Games,Sports,Wii,E,Sega,2011,66,76,2.39
Guitar Hero,Misc,PlayStation 2,T,Other,2005,91,86,2.38
Dead Island,Action,Xbox 360,M,Other,2011,71,69,2.38
Ratchet & Clank (2016),Action,PlayStation 4,E,Sony,2016,85,85,2.38
Yu-Gi-Oh! The Duelists of the Roses,Misc,PlayStation 2,E,Other,2003,59,81,2.38
Madden NFL 08,Sports,Xbox 360,E,EA,2007,85,68,2.37
The Incredibles,Action,PlayStation 2,T,THQ,2004,62,80,2.37
Tony Hawk's Underground 2,Sports,PlayStation 2,T,ActivisionBlizzard,2004,83,86,2.37
Kirby: Triple Deluxe,Action,Nintendo 3DS,E,Nintendo,2014,80,87,2.37
Madden NFL 10,Sports,PlayStation 3,E,EA,2009,85,68,2.37
Uncharted: The Lost Legacy,Action,PlayStation 4,T,Sony,2017,84,79,2.37
Sonic's Ultimate Genesis Collection,Misc,PlayStation 3,E,Sega,2009,80,86,2.36
Sleeping Dogs,Action,PC,M,SquareEnix,2012,81,82,2.36
Pokemon Mystery Dungeon: Red Rescue Team,RPG,Game Boy Advance,E,Nintendo,2006,67,83,2.36
Destiny 2,Shooter,Xbox One,T,ActivisionBlizzard,2017,87,43,2.35
Pokemon Ranger: Shadows of Almia,RPG,Nintendo DS,E,Nintendo,2008,68,80,2.35
WarioWare: Smooth Moves,Puzzle,Wii,E,Nintendo,2007,83,75,2.35
LEGO Indiana Jones: The Original Adventures,Adventure,Wii,E,Other,2008,78,68,2.35
Lego Marvel Super Heroes,Action,Xbox 360,E,Other,2013,80,78,2.34
WWE SmackDown vs Raw 2008,Fighting,PlayStation 2,T,THQ,2007,71,74,2.34
Dragon Age: Inquisition,RPG,PlayStation 4,M,EA,2014,89,74,2.34
Kinect Sports: Season Two,Sports,Xbox 360,E,Microsoft,2011,66,68,2.33
Madden NFL 25,Sports,Xbox 360,E,EA,2013,80,56,2.33
Art Academy,Misc,Nintendo DS,E,Nintendo,2010,75,80,2.33
My Fitness Coach,Sports,Wii,E,Ubisoft,2008,,,2.32
Assassin's Creed IV: Black Flag,Action,Xbox One,M,Ubisoft,2013,,,2.32
Mario Super Sluggers,Sports,Wii,E,Nintendo,2008,69,78,2.32
James Bond 007: Everything or Nothing,Shooter,PlayStation 2,T,EA,2004,84,84,2.31
Mafia II,Action,PC,M,Other,2010,77,81,2.31
The Sims 3,Simulation,Xbox 360,T,EA,2010,76,75,2.31
LEGO Star Wars: The Complete Saga,Action,PlayStation 3,E,Other,2007,80,70,2.31
"Papers, Please",Puzzle,PC,,Other,2013,85,85,2.31
Final Fantasy III,RPG,Nintendo DS,E,SquareEnix,2006,77,86,2.3
Resident Evil 4,Action,PlayStation 2,M,Other,2005,96,90,2.3
Tabletop Simulator,Simulation,PC,,Other,2015,,,2.3
LEGO Harry Potter: Years 1-4,Adventure,Nintendo DS,E,Other,2010,72,76,2.29
Dead Island,Action,PlayStation 3,M,Other,2011,71,67,2.29
Need for Speed Underground 2,Racing,Xbox,E,EA,2004,77,85,2.28
Pro Evolution Soccer 2010,Sports,PlayStation 3,E,Other,2009,78,68,2.28
The Legend of Zelda: The Wind Waker,Action,Wii U,E,Nintendo,2013,90,89,2.28
Darksiders: Warmastered Edition,Action,PC,M,THQ,2016,,,2.28
FIFA Soccer 09,Sports,PlayStation 2,E,EA,2008,82,70,2.28
Golf With Your Friends,Sports,PC,,Other,2005,,,2.27
Classic NES Series: Super Mario Bros.,Action,Game Boy Advance,E,Nintendo,2004,84,87,2.27
Kirby Squeak Squad,Action,Nintendo DS,E,Nintendo,2006,71,79,2.27
Madden NFL 12,Sports,PlayStation 3,E,EA,2011,79,55,2.27
Borderlands 2,Shooter,PlayStation 3,M,Other,2012,91,82,2.27
No Man's Sky,Action,PlayStation 4,T,Other,2016,71,47,2.26
Dynasty Warriors 4,Action,PlayStation 2,T,Other,2003,78,90,2.25
Guitar Hero III: Legends of Rock,Misc,PlayStation 3,T,Other,2007,83,78,2.25
Just Dance Kids,Misc,Wii,E,Ubisoft,2010,,,2.25
Madden NFL 15,Sports,PlayStation 4,E,EA,2014,81,61,2.25
Call of Duty 3,Shooter,Wii,T,ActivisionBlizzard,2006,69,67,2.24
Batman: Arkham Asylum,Action,PC,T,Other,2009,91,87,2.24
Fire Emblem: Awakening,RPG,Nintendo 3DS,T,Nintendo,2013,92,91,2.24
