wexpect1,wexpect2,wexpect1othersex,wexpect2othersex,male,business,econ,communi,businform,plansfull,planseduc,sectorcons,sectortradesales,sectortransware,sectorhosprest,sectorinfocom,sectorfininsur,sectorconsult,sectoreduscience,sectorhealthsocial,typegenstratman,typemarketing,typecontrol,typefinance,typesales,typetechengin,typehumanres,posmanager,age,swiss,hassiblings,motherhighedu,fatherhighedu,motherworkedfull,motherworkedpart,matwellbeing,homeowner,treatmentinformation,treatmentorder
12,14,80,90,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,23,1,0,0,1,0,1,3,1,0,0
13,15,100,100,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,27,1,1,0,0,0,1,3,0,0,1
8,16,100,100,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24,1,1,1,1,0,1,2,0,1,0
6,8,100,100,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,22,1,1,0,0,0,1,3,0,1,0
7,10,90,90,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,24,1,1,1,1,0,1,2,0,0,0
9,13,100,95,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,25,1,1,0,0,0,1,2,0,1,0
3,13,140,140,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26,1,1,0,1,0,0,3,1,0,1
7,9,100,100,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,1,1,0,0,0,0,2,0,0,1
5,8,100,100,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,1,0,0,0,0,3,0,0,0
7,9,90,90,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26,1,1,0,0,0,1,3,0,0,1
7,10,90,90,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,24,1,1,0,0,0,1,3,0,0,1
7,8,90,90,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25,1,1,0,0,0,1,1.5,0,1,0
9.5,11.5,100,100,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,28,1,1,0,1,0,0,2,0,0,0
6,8,100,100,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,27,1,1,1,0,0,0,2,0,0,0
5,9,80,90,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,21,1,1,1,0,0,1,3,1,0,0
7,9,100,100,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,25,1,1,0,0,0,0,3,0,1,0
7,11,120,140,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,24,1,1,0,1,0,0,3,1,0,1
4,7,110,100,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,20,1,1,0,1,0,1,3,0,0,1
6,7,100,100,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,22,1,1,0,0,0,0,2,0,1,0
7,11,100,100,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,21,1,1,0,0,0,1,3,1,1,0
11,14,110,120,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,21,1,1,0,0,0,1,2,1,0,0
9,10,120,120,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,22,1,1,0,1,0,1,3,1,0,1
6,10,90,70,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,22,1,1,0,1,0,0,2,1,1,0
11,14,110,100,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,29,1,1,0,0,1,0,3,0,0,1
7,9,90,100,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,22,1,1,0,0,0,1,4,1,0,0
8,11,100,100,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,28,1,1,0,0,0,1,3,0,0,0
6,7,90,90,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,22,1,1,0,1,0,0,2,1,0,1
9,12,90,90,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,21,1,1,0,0,0,1,3,0,0,0
7,8,130,120,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,26,1,1,0,1,0,0,2,0,0,1
4,9,90,90,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,26,1,1,0,0,1,0,1,0,0,1
8,14,70,80,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,23,1,0,0,1,0,0,2,0,1,0
4,5,100,100,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,1,1,0,0,0,1,2,0,1,0
5,8,120,110,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,22,1,0,0,0,0,1,2,0,1,0
4,6,110,120,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,20,1,1,0,1,0,1,2,0,0,0
9,13,90,95,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,23,0,1,1,1,0,0,3,1,1,0
7,10,120,120,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,20,1,1,1,0,0,1,3,1,1,0
12,16,50,50,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,21,1,1,0,0,0,0,1,1,1,0
10,13,90,80,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,24,1,0,0,0,0,0,3,0,0,0
9,11,120,110,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,20,1,1,0,0,0,1,3,1,0,0
6,10,90,90,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,26,1,0,0,0,0,0,3,0,0,0
6,8,90,90,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,22,0,1,0,0,0,1,2,0,0,1
7,10,100,100,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,26,1,1,0,1,0,0,3,0,0,1
4,5,110,120,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,24,1,1,1,1,0,1,2,1,1,0
4,5,100,120,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,21,1,1,0,1,0,0,3,0,0,1
2,6,120,140,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,21,0,1,0,0,1,0,2,1,1,0
3,8,130,120,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,24,0,1,0,0,0,0,1,0,1,0
6,8,90,95,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23,1,0,0,0,0,0,2,1,0,0
6,9,120,140,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,24,1,0,0,0,0,0,2,1,0,0
6,8,120,110,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,25,1,0,0,0,0,1,3,0,0,1
14,16,100,100,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,28,1,0,1,0,0,1,2,0,0,1
4,7,120,150,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,23,0,1,0,0,0,1,2,0,1,0
2,5,100,100,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,21,0,1,0,0,0,0,1,1,0,0
7,8,90,100,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,24,1,1,0,0,0,1,2,0,1,0
8,14,100,90,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,26,1,1,0,0,0,0,3,0,0,0
8,10,120,80,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,24,1,1,0,1,0,1,3,0,0,0
10,14,100,100,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,1,0,0,0,0,2,0,0,1
8,10,100,90,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,25,1,1,0,1,0,0,3,0,1,0
6,7,120,110,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,25,1,1,0,0,0,0,2,1,0,0
7,11,80,90,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,25,1,1,0,0,0,0,3,1,0,1
7,10,80,90,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,25,1,1,1,0,0,1,2,0,0,0
8,9,100,100,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,25,1,1,0,0,0,0,2,0,0,1
9,12,100,100,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,22,1,1,0,1,0,1,3,1,1,0
7,11,90,90,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,23,1,0,0,0,0,1,3,0,0,0
7,11,120,140,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,25,1,1,0,0,0,1,2,0,1,0
7,10,110,120,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,1,1,0,0,0,1,2,0,1,0
12,13,100,100,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,30,1,1,0,0,0,0,2,1,0,0
9,11,100,100,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,27,1,1,0,0,0,0,3,0,0,0
3,4,100,100,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25,1,1,1,1,0,0,3,0,0,0
9,11,100,100,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,30,1,1,0,0,0,1,3,0,0,0
9,13,90,90,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,28,1,1,0,0,0,1,3,0,1,0
5,7,100,100,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,22,1,1,0,0,0,1,2,1,0,0
7,9,110,100,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27,1,1,0,0,0,0,2,0,0,1
6,8,100,100,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,1,1,0,0,0,0,2,1,0,0
7,13,90,90,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,22,1,1,1,1,0,1,2,0,0,0
6,8,100,100,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,1,1,0,0,0,1,2,0,1,0
6,12,120,100,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,20,1,1,0,0,0,0,3,0,1,0
10,13,90,90,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,27,1,1,0,1,0,1,3,0,1,0
10,12,85,90,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,29,1,1,0,0,0,0,2,0,0,0
10,14,90,90,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,28,1,1,0,0,0,0,3,0,1,0
8,16,100,100,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,27,1,1,1,1,0,0,4,0,0,1
13,15,100,100,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,26,1,1,0,0,0,1,3,0,0,1
4,9,92,98,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,28,1,1,0,1,0,0,1,0,1,0
6,13,90,90,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23,1,1,0,1,0,0,3,1,0,1
8,9,100,80,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,24,1,1,0,1,0,0,3,0,0,1
9,13,100,90,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,1,0,0,0,0,2,1,0,1
16,14,120,90,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,1,1,1,1,0,4,1,1,0
8,11,90,100,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,24,1,0,0,1,0,1,3,1,0,1
8,9,80,80,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,1,1,0,0,0,0,1,1,0,1
5,7,100,90,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,1,0,0,0,0,1,1,0,0
8,9,110,110,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,26,1,1,0,0,0,1,3,0,0,0
5,9,90,80,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,1,1,0,1,0,0,3,1,1,0
8,9,90,90,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,22,1,0,0,1,0,0,2,0,1,0
8,12,110,120,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23,1,1,0,1,0,0,3,1,0,1
9,11,100,100,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,21,1,1,0,0,0,1,3,1,0,1
12,14,100,120,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,22,1,1,0,0,0,0,2,0,0,1
8,10,90,90,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,21,1,1,0,0,0,1,2,1,0,1
8,9,110,110,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,26,1,1,0,0,0,1,1,0,1,0
7,10,110,120,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,25,1,1,0,0,0,1,2,0,1,0
9,14,100,80,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,21,1,1,0,0,0,1,2,0,0,1
7,9,90,90,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,28,1,1,0,0,0,0,3,0,0,1
6,8,100,90,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,24,1,1,1,1,0,1,1,0,0,0
6,8,150,130,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,23,1,1,0,0,0,1,2,0,1,0
7,9,100,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,25,1,1,0,1,0,1,1,1,0,0
